NAME	ROLE	UTTERANCE	COMMENT	DIRECTED	keychild	gender	speaker
MOT	Mother	three (i)s big .			benjamin	M	mother
CHI	Benjamin Target_Child	it isn't .			benjamin	M	Target_Child
MOT	Mother	it is (3.) .			benjamin	M	mother
MOT	Mother	three is big .			benjamin	M	mother
MOT	Mother	three xxx .			benjamin	M	mother
MOT	Mother	it's big enough to have a racing (5.) .	%com: that is what he is promised for his birthday		benjamin	M	mother
MOT	Mother	and surprises .			benjamin	M	mother
MOT	Mother	isn't it (2.) ?			benjamin	M	mother
CHI	Benjamin Target_Child	I want you to come .			benjamin	M	Target_Child
MOT	Mother	up Benjamin .			benjamin	M	mother
CHI	Benjamin Target_Child	I want you to come .			benjamin	M	Target_Child
MOT	Mother	I can't .			benjamin	M	mother
MOT	Mother	I've just been up there and Grandma says I mustn't go upstairs . .	%com: has broken both arms through falling down stairs		benjamin	M	mother
MOT	Mother	I don't like to keep on going up and down stairs it frightens me (4.) .			benjamin	M	mother
CHI	Benjamin Target_Child	what's up there (3.) ?			benjamin	M	Target_Child
CHI	Benjamin Target_Child	what's up there ?			benjamin	M	Target_Child
MOT	Mother	what's what ?			benjamin	M	mother
CHI	Benjamin Target_Child	that frinzy@c bob@c.			benjamin	M	Target_Child
MOT	Mother	no it's not anything up the stairs that frightens me .			benjamin	M	mother
MOT	Mother	I don't like coming downstairs any more often than I have_to (12.) . .			benjamin	M	mother
CHI	Benjamin Target_Child	I can't go up there on my own .			benjamin	M	Target_Child
MOT	Mother	xxx sort you out xxx (11.) .			benjamin	M	mother
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	0 [=! noise] (8.) .			benjamin	M	Target_Child
MOT	Mother	0 [=! hums			benjamin	M	mother
CHI	Benjamin Target_Child	0 [=! car and siren noises intermittently] .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	the slide .			benjamin	M	Target_Child
MOT	Mother	good boy .			benjamin	M	mother
CHI	Benjamin Target_Child	that's a slide (5.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	slide mat (14.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	not .			benjamin	M	Target_Child
MOT	Mother	don't bite the wheels .			benjamin	M	mother
CHI	Benjamin Target_Child	I'm not .			benjamin	M	Target_Child
MOT	Mother	don't bite the whole car .			benjamin	M	mother
MOT	Mother	xxx say I'll knock you back can you ?			benjamin	M	mother
CHI	Benjamin Target_Child	I'll knock you down like a xxx (2.) . .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'll kill you .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	and you'll die .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	you will (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	will .	%com: reinforcing his threat		benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie .	%com: to draw her back to his threat		benjamin	M	Target_Child
CHI	Benjamin Target_Child	now he can't get through there .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	now he's knocked down the (7.) +/. +/.			benjamin	M	Target_Child
CHI	Benjamin Target_Child	he's the xxx (11.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	orange .	%com: reference to color on TV ?		benjamin	M	Target_Child
MOT	Mother	0 .			benjamin	M	mother
CHI	Benjamin Target_Child	want another one [= another carrot] .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I do (4.) .			benjamin	M	Target_Child
MOT	Mother	you stay here and listen to the story .			benjamin	M	mother
MOT	Mother	I'll go and get you one (6.) .			benjamin	M	mother
CHI	Benjamin Target_Child	<I &wa> [//] I thought she was +...			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm putting my cars in the sitting room (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	there (3.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	here you are little car+cars (3.) .	%com: gathers up his cars		benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie .			benjamin	M	Target_Child
MOT	Mother	hm: (2.) ?			benjamin	M	mother
CHI	Benjamin Target_Child	Mummie .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	d(o) you want this [= cupboard under sink] closed ?			benjamin	M	Target_Child
MOT	Mother	mhm (9.) .			benjamin	M	mother
CHI	Benjamin Target_Child	Mummie .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm so hungry (4.) .			benjamin	M	Target_Child
MOT	Mother	xxx just because you like it .	%com: mother not fooled		benjamin	M	mother
CHI	Benjamin Target_Child	how ?			benjamin	M	Target_Child
MOT	Mother	isn't it (1.) ?			benjamin	M	mother
CHI	Benjamin Target_Child	does your hair ?	%com: snakes and Ladders Mother doesn't want to play		benjamin	M	Target_Child
MOT	Mother	xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	<can we see in the> [//] can can can we see ?	%com: wants to look at his hair white or fair		benjamin	M	Target_Child
MOT	Mother	no xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	why ?			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I [/] <I want see> [/] I want see in [/] in the mirror .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx time .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	<I want> [//] I do want to go .	%com: benjamin gives up his question		benjamin	M	Target_Child
CHI	Benjamin Target_Child	play Snakes_and_Ladders ?			benjamin	M	Target_Child
MOT	Mother	no I won't play it again xxx .			benjamin	M	mother
MOT	Mother	I'll play it again with you later on .			benjamin	M	mother
CHI	Benjamin Target_Child	now ?			benjamin	M	Target_Child
MOT	Mother	no not now .			benjamin	M	mother
CHI	Benjamin Target_Child	I want to play it again (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	shall I shake it .			benjamin	M	Target_Child
MOT	Mother	no (9.) .			benjamin	M	mother
CHI	Benjamin Target_Child	one (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	two (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	three (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	four (3.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	four (4.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
MOT	Mother	xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	shall we play ?			benjamin	M	Target_Child
MOT	Mother	xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	will you play Snakes_and_Ladders now .			benjamin	M	Target_Child
MOT	Mother	no (1.) I can't .			benjamin	M	mother
FAT	Father	xxx .			benjamin	M	adult
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mummie do I want some of this ?			benjamin	M	Target_Child
MOT	Mother	xxx darling (6.) .			benjamin	M	mother
CHI	Benjamin Target_Child	I want salt (3.) .			benjamin	M	Target_Child
FAT	Father	don't need a lot .			benjamin	M	adult
FAT	Father	I should put [/] put it on your swede if I were you .			benjamin	M	adult
FAT	Father	not on the meat .			benjamin	M	adult
MOT	Mother	&=laughs .			benjamin	M	mother
FAT	Father	that's enough (5.) .			benjamin	M	adult
CHI	Benjamin Target_Child	and vinegar .			benjamin	M	Target_Child
FAT	Father	and vinegar .			benjamin	M	adult
FAT	Father	alright then (4.) .			benjamin	M	adult
MOT	Mother	a_lot_of vinegar on .			benjamin	M	mother
CHI	Benjamin Target_Child	yeh (10.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I've got mustard .	%com: dismayed to see it on his plate		benjamin	M	Target_Child
FAT	Father	you haven't ?			benjamin	M	adult
CHI	Benjamin Target_Child	I have .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	there .			benjamin	M	Target_Child
FAT	Father	I see .			benjamin	M	adult
FAT	Father	so you have .			benjamin	M	adult
FAT	Father	my fault .			benjamin	M	adult
FAT	Father	xxx (10.) .			benjamin	M	adult
CHI	Benjamin Target_Child	0 [=! noise of glee] .	%com: mother and Father talking		benjamin	M	Target_Child
CHI	Benjamin Target_Child	0 .			benjamin	M	Target_Child
MOT	Mother	you're ready for your tea are you (4.) ?			benjamin	M	mother
CHI	Benjamin Target_Child	Mum .			benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .			benjamin	M	sibling
CHI	Benjamin Target_Child	golliwog .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	golliwog .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	golliwog .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	on this paper .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	golliwog .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	it's golliwog .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	golliwog [//] (golli)wog [//] (golli)wog .			benjamin	M	Target_Child
NIC	Nicola  Sister	I know .			benjamin	M	sibling
NIC	Nicola  Sister	I know where the golliwog is .			benjamin	M	sibling
NIC	Nicola  Sister	in that xxx .			benjamin	M	sibling
MOT	Mother	no it isn't .			benjamin	M	mother
MOT	Mother	there's a xxx .			benjamin	M	mother
MOT	Mother	ha(h) (5.) .			benjamin	M	mother
NIC	Nicola  Sister	0 [=! sings] .			benjamin	M	sibling
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Nicola .			benjamin	M	Target_Child
NIC	Nicola  Sister	what ?			benjamin	M	sibling
CHI	Benjamin Target_Child	can I see (.) your xxx (2.) ?			benjamin	M	Target_Child
NIC	Nicola  Sister	what ?			benjamin	M	sibling
CHI	Benjamin Target_Child	can I see your +...			benjamin	M	Target_Child
NIC	Nicola  Sister	beg your pardon ?			benjamin	M	sibling
MOT	Mother	have you eaten all of yours ?			benjamin	M	mother
NIC	Nicola  Sister	xxx .			benjamin	M	sibling
MOT	Mother	xxx the banana .			benjamin	M	mother
NIC	Nicola  Sister	no .			benjamin	M	sibling
NIC	Nicola  Sister	I don't like it .			benjamin	M	sibling
CHI	Benjamin Target_Child	I'll eat it then .			benjamin	M	Target_Child
NIC	Nicola  Sister	go on then (8.) .			benjamin	M	sibling
NIC	Nicola  Sister	&=laughs .			benjamin	M	sibling
NIC	Nicola  Sister	<this is> [//] I only had one bite of it .			benjamin	M	sibling
MOT	Mother	Benjamin's messy (1.) .			benjamin	M	mother
MOT	Mother	look .			benjamin	M	mother
MOT	Mother	he's got (.) bread on his nose . .			benjamin	M	mother
NIC	Nicola  Sister	&=laughs (2.) .			benjamin	M	sibling
MOT	Mother	no .			benjamin	M	mother
MOT	Mother	on the side .			benjamin	M	mother
MOT	Mother	up there .			benjamin	M	mother
NIC	Nicola  Sister	&=laughs (2.) .			benjamin	M	sibling
NIC	Nicola  Sister	oh I don't like it .			benjamin	M	sibling
NIC	Nicola  Sister	it's funny too .			benjamin	M	sibling
NIC	Nicola  Sister	xxx .			benjamin	M	sibling
NIC	Nicola  Sister	xxx (4.) .			benjamin	M	sibling
MOT	Mother	did you hit yourself ?			benjamin	M	mother
CHI	Benjamin Target_Child	mhm (18.) .	%com: Benjamin is crying because he doesn't want the harness on		benjamin	M	Target_Child
NIC	Nicola  Sister	0 [=! noises] .			benjamin	M	sibling
CHI	Benjamin Target_Child	xxx big (8.) .			benjamin	M	Target_Child
MOT	Mother	nobody's taking any notice of you Benjamin (2.) .			benjamin	M	mother
MOT	Mother	you're wasting your effort my lad (6.) .			benjamin	M	mother
CHI	Benjamin Target_Child	&=cries .			benjamin	M	Target_Child
NIC	Nicola  Sister	xxx mine ?			benjamin	M	sibling
NIC	Nicola  Sister	xxx some cars in mine ?			benjamin	M	sibling
MOT	Mother	don't take any notice of him Nicola .			benjamin	M	mother
MOT	Mother	let him carry on xxx .			benjamin	M	mother
MOT	Mother	he'll get over it in a minute .			benjamin	M	mother
MOT	Mother	he can't keep it up for ever (8.) .			benjamin	M	mother
CHI	Benjamin Target_Child	I'm sick .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mum .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm sick .			benjamin	M	Target_Child
MOT	Mother	no you're not (5.) .			benjamin	M	mother
CHI	Benjamin Target_Child	0 [=! crying] .			benjamin	M	Target_Child
MOT	Mother	you're not .			benjamin	M	mother
MOT	Mother	you're just bad tempered .			benjamin	M	mother
CHI	Benjamin Target_Child	I'm sick .			benjamin	M	Target_Child
MOT	Mother	you're not .			benjamin	M	mother
MOT	Mother	you're just bad tempered .			benjamin	M	mother
CHI	Benjamin Target_Child	I'm sick (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm sick (1.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm sick .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm sick (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm sick (2.) .			benjamin	M	Target_Child
NIC	Nicola  Sister	0 [=! noises] .			benjamin	M	sibling
CHI	Benjamin Target_Child	I'm sick .			benjamin	M	Target_Child
MOT	Mother	probably warmer outside in the sun .			benjamin	M	mother
MOT	Mother	come and see .			benjamin	M	mother
NIC	Nicola  Sister	xxx (6.) .			benjamin	M	sibling
CHI	Benjamin Target_Child	I just want this (2.) .			benjamin	M	Target_Child
MOT	Mother	xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
MOT	Mother	xxx .			benjamin	M	mother
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
MOT	Mother	no Benjamin .			benjamin	M	mother
MOT	Mother	I would like that [= microphone] round the back please .			benjamin	M	mother
MOT	Mother	not round the front .			benjamin	M	mother
CHI	Benjamin Target_Child	xxx (3.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	can you keep it tight (7.) ?			benjamin	M	Target_Child
NIC	Nicola  Sister	xxx .			benjamin	M	sibling
MOT	Mother	is it warm [= outside] Nicola ?			benjamin	M	mother
NIC	Nicola  Sister	no not very warm (3.) .			benjamin	M	sibling
CHI	Benjamin Target_Child	I want this [= harness] off xxx (15.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	core (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	core (5.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I want to go out .			benjamin	M	Target_Child
MOT	Mother	just coming .			benjamin	M	mother
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
NIC	Nicola  Sister	I can do .			benjamin	M	sibling
CHI	Benjamin Target_Child	wet .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	bright and wet .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	bright (1.) and wet .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	bright (1.) and wet (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	bright (4.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Mum .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I want do wee .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	this .			benjamin	M	Target_Child
MOT	Mother	xxx sticky cake (2.) ?			benjamin	M	mother
CHI	Benjamin Target_Child	anyway .			benjamin	M	Target_Child
MOT	Mother	right .			benjamin	M	mother
CHI	Benjamin Target_Child	mhm .			benjamin	M	Target_Child
MOT	Mother	nice ?			benjamin	M	mother
CHI	Benjamin Target_Child	mhm (6.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	nice now (10.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	mhm (32.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	there's coconut (3.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	what are these white bits ?			benjamin	M	Target_Child
CHI	Benjamin Target_Child	coconut ?			benjamin	M	Target_Child
CHI	Benjamin Target_Child	are these white bits coconut ?			benjamin	M	Target_Child
NIC	Nicola  Sister	don't know (2.) .			benjamin	M	sibling
CHI	Benjamin Target_Child	Mum .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	are these bits coconut ?			benjamin	M	Target_Child
MOT	Mother	mhm .			benjamin	M	mother
NIC	Nicola  Sister	yes (7.) .			benjamin	M	sibling
NIC	Nicola  Sister	that was fun wasn't it (7.) ?			benjamin	M	sibling
CHI	Benjamin Target_Child	I'm up high (8.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	shoo shoo shoo .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	you come back again xxx .	%com: these utterances don't sound like either Benjamin or Nicola		benjamin	M	Target_Child
CHI	Benjamin Target_Child	over there .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm going to pull him xxx the xxx (18.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm not scared .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx make it go .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	see what I can do (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx will you hold it while I can do .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	hold it .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I'm doing something .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	don't get on though .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	get xxx .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	put your feet up (3.) .			benjamin	M	Target_Child
NIC	Nicola  Sister	xxx [>] over ?			benjamin	M	sibling
CHI	Benjamin Target_Child	yep [<] .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	I can get over gates .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	but not down .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	just fall (3.) .	%com: noise of traffic		benjamin	M	Target_Child
CHI	Benjamin Target_Child	not like Mummy .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	(be)cause mummie xxx fall .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx (8.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	got that right in my mouth .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	xxx .			benjamin	M	Target_Child
MOT	Mother	I'm (1.) tired (30.) .	%com: Benjamin and Nicola go outside		benjamin	M	mother
NIC	Nicola  Sister	I clean xxx .	%com: noise of traffic		benjamin	M	sibling
MOT	Mother	xxx .			benjamin	M	mother
NIC	Nicola  Sister	0 [=! cries] .			benjamin	M	sibling
CHI	Benjamin Target_Child	0 .			benjamin	M	Target_Child
NIC	Nicola  Sister	Mum (40.) .	%com: Nicola talking in background . Not known what Benjamin is doing		benjamin	M	sibling
LOR	Lorraine Playmate	xxx.			benjamin	M	peer
NIC	Nicola  Sister	xxx .			benjamin	M	sibling
CHI	Benjamin Target_Child	see [>] .			benjamin	M	Target_Child
NIC	Nicola  Sister	come [<] .			benjamin	M	sibling
CHI	Benjamin Target_Child	no .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	it's dead .			benjamin	M	Target_Child
ADU	Adult	xxx	%com: calls Lorraine		benjamin	M	adult
LOR	Lorraine Playmate	what .			benjamin	M	peer
CHI	Benjamin Target_Child	dinner .			benjamin	M	Target_Child
LOR	Lorraine Playmate	see you after dinner .			benjamin	M	peer
CHI	Benjamin Target_Child	alright ?			benjamin	M	Target_Child
NIC	Nicola  Sister	alright (22.) .			benjamin	M	sibling
CHI	Benjamin Target_Child	it's [= harness] wobbling (13.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	it's wobbling (3.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	it's all (4.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	look xxx it wobbles (5.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	oh I squashed a caterpillar .			benjamin	M	Target_Child
MOT	Mother	did you ?			benjamin	M	mother
CHI	Benjamin Target_Child	squashed it (4.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	Lorraine picked up .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	and it did green poos all over her .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	did do poos (2.) .			benjamin	M	Target_Child
CHI	Benjamin Target_Child	green poos (1.) .			benjamin	M	Target_Child
