NAME,ROME,UTTERANCE,COMMENT,DIRECTED,,
MOT,Mother,xxx don't be silly (20.) .,,,,
MOT,Mother,xxx Sean what are you making that silly noise about ?,%com: fussy noise,,,
MOT,Mother,steady on (3.) .,,,,
MOT,Mother,do you want to go to bed ?,,,,
CHI,Debbie Target_Child,no .,,,,
CHI,Debbie Target_Child,&-um &mm (2.) .,,,,
Location: Kitchen,,,,,,
Situation: S plays with water in sink,,,,,,
CHI,Debbie Target_Child,&mm &mm .,,,,
Activities: Free play alone,,,,,,
Activities: Free play alone,,,,,,
Activities: Other nonplay,,,,,,
Activities: Sleeping,,,,,,
Activities: Sleeping,,,,,,
Activities: Talk as the main activity,,,,,,
CHI,Debbie Target_Child,oh look (1.) .,,,,
CHI,Debbie Target_Child,xxx (2.) .,%com: entering house,,,
CHI,Debbie Target_Child,xxx .,,,,
LOR,Sister,xxx (1.) .,,,,
LOR,Sister,xxx (1.) .,,,,
MOT,Mother,xxx (2.) .,%com: interference,,,
MOT,Mother,xxx then .,,,,
CHI,Debbie Target_Child,&mm .,,,,
CHI,Debbie Target_Child,can't do it Ma .,,,,
MOT,Mother,xxx [>] (1.) .,%com: l and M talking together M in distance,,,
LOR,Sister,xxx [<] .,,,,
LOR,Sister,is there a loop there ?,,,,
MOT,Mother,what ?,,,,
CHI,Debbie Target_Child,xxx [>] .,,,,
LOR,Sister,I'm too tiny .,,,,
CHI,Debbie Target_Child,want xxx .,,,,
MOT,Mother,d(o) you want a chocolate biscuit ?,,,,
LOR,Sister,no chocolate .,,,,
LOR,Sister,xxx [>] .,,,,
Activities: Other nonplay,,,,,,
LOR,Sister,watch television (4.) .,,,,
LOR,Sister,and Sean's put it off (2.) .,,,,
MOT,Mother,now leave it on .,,,,
MOT,Mother,you sit out there and look at your book (6.) .,,,,
CHI,Debbie Target_Child,&-um (1.) .,,,,
LOR,Sister,I can't xxx (2.) .,,,,
LOR,Sister,and then xxx she thinks she's there now (1.) .,%com: ? commenting on program Nearly drowned by S's crying,,,
CHI,Debbie Target_Child,xxx (1.) xxx (9.) .,,,,
Activities: Free play with another child/Free play alone,,,,,,
LOR,Sister,Sean can I just color in this book (2.) ?,%com: s and L share book,,,
CHI,Debbie Target_Child,a bike .,,,,
CHI,Debbie Target_Child,yes [>] .,,,,
CHI,Debbie Target_Child,&-um (1.) that [<] [>] +...,,,,
CHI,Debbie Target_Child,&-um &-um &-um .,,,,
LOR,Sister,I like these pictures (4.) .,,,,
LOR,Sister,there's a tea set .,,,,
LOR,Sister,the (1.) light .,,,,
CHI,Debbie Target_Child,<oh dear > [<] (1.) .,,,,
LOR,Sister,don't .,,,,
LOR,Sister,xxx [<] .,,,,
CHI,Debbie Target_Child,ah (2.) .,%com: s engrossed in his play F trips as he enters room,,,
LOR,Sister,the man nearly is nearly came out (3.) .,,,,
FAT,Father,the man will not go in will it ? ?,%com: plastic man lost its shape,,,
FAT,Father,what ?,,,,
LOR,Sister,that +...,,,,
FAT,Father,xxx [<] .,,,,
Location: Kitchen,,,,,,
Situation: S has been off his food,,,,,,
FAT,Father,feeling better ?,,,,
CHI,Debbie Target_Child,what ?,,,,
CHI,Debbie Target_Child,&-um [= yes] .,,,,
FAT,Father,what did you have ?,,,,
MOT,Mother,a boiled egg .,,,,
MOT,Mother,bread [<] [>] and butter .,,,,
FAT,Father,<did you eat > [<] it up ?,,,,
End,,,,,,
"Participants: CHI Sheila Target_Child, LOR Lorna Sister, JAN Adult, UNK Unidentified ",,,,,,
Comment: Nil,,,,,,
Location: Kitchen,,,,,,
LOR,Lorna Sister,Brett has none stars .,,,,
UNK,Unidentified,got no stars ?,,,,
CHI,Sheila Target_Child,<Mummie > [>] .,%com: correcting her,,,
UNK,Unidentified,sit in your chair Babe .,,,,
CHI,Sheila Target_Child,num &-um num .,,,,
UNK,Unidentified,come on then .,,,,
LOR,Lorna Sister,is that right ?,%com: s tries to get out of the high chair,,,
UNK,Unidentified,Brett has none .,,,,
UNK,Unidentified,but you don't say Brett has none stars .,,,,
CHI,Sheila Target_Child,down .,,,,
LOR,Lorna Sister,none (4.) .,,,,
UNK,Unidentified,come on then .,,,,
UNK,Unidentified,in your chair (5.) .,,,,
UNK,Unidentified,quickly .,%com: something falls down,,,
CHI,Sheila Target_Child,&bo .,,,,
CHI,Sheila Target_Child,bang .,,,,
CHI,Sheila Target_Child,o:h .,,,,
CHI,Sheila Target_Child,no .,,,,
CHI,Sheila Target_Child,o:h (3.) .,,,,
LOR,Lorna Sister,hello fat belly .,,,,
CHI,Sheila Target_Child,(h)ello (3.) .,,,,
CHI,Sheila Target_Child,&-uh .,,,,
UNK,Unidentified,a recorder ?,,,,
UNK,Unidentified,you broke it though .,,,,
Activities: Toilet,,,,,,
Comment: M telling L about a bird they'd found outside in the summer,,,,,,
CHI,Sheila Target_Child,mum a mum (3.) .,%com: s goes into the lavatory M continues telling L about the bird,,,
UNK,Unidentified,if they catches them xxx (5.) .,,,,
UNK,Unidentified,oh Baby come on please .,,,,
LOR,Lorna Sister,xxx [<] xxx (8.) .,,,,
UNK,Unidentified,(be)cause I've got a lot to do today .,,,,
CHI,Sheila Target_Child,<oh down > [>] .,,,,
UNK,Unidentified,I've got <to do the> [<] [>] vacuuming .,,,,
CHI,Sheila Target_Child,<oh down> [<] .,,,,
CHI,Sheila Target_Child,down .,,,,
CHI,Sheila Target_Child,oh .,,,,
UNK,Unidentified,I've got_to do it though (3.) .,,,,
UNK,Unidentified,I'll put some cream on that eye Babe in a minute .,,,,
CHI,Sheila Target_Child,o:h .,,,,
Activities: Meal breakfast/other nonplay,,,,,,
CHI,Sheila Target_Child,yyy .,,,,
UNK,Unidentified,I'll give you Mum I will . .,%com: s taking ages to eat Weetabix,,,
CHI,Sheila Target_Child,Mum .,,,,
CHI,Sheila Target_Child,mum &-uh (3.) .,%com: s is undoing her dress,,,
UNK,Unidentified,it won't go round you hardly will it ?,,,,
LOR,Lorna Sister,is she getting fat ?,,,,
UNK,Unidentified,now come on please .,,,,
LOR,Lorna Sister,I've nearly finished haven't I ?,,,,
CHI,Sheila Target_Child,Mum .,,,,
UNK,Unidentified,you can eat this again after .,,,,
CHI,Sheila Target_Child,Mumum .,,,,
CHI,Sheila Target_Child,Mumum Mumum .,,,,
UNK,Unidentified,you've got jam all round your mouth .,,,,
CHI,Sheila Target_Child,yyy .,,,,
CHI,Sheila Target_Child,Mama .,,,,
CHI,Sheila Target_Child,<Mama> [>] .,,,,
CHI,Sheila Target_Child,Mumum .,,,,
UNK,Unidentified,yeah not yet .,,,,
CHI,Sheila Target_Child,Mama .,,,,
LOR,Lorna Sister,xxx and can I dust the house with the duster ?,,,,
UNK,Unidentified,(be)cause that room's really a sight isn't it ?,,,,
LOR,Lorna Sister,&mm .,,,,
CHI,Sheila Target_Child,<Mama> [<] .,,,,
Activities: Toilet and freeplay alone,,,,,,
Situation: S on toilet,,,,,,
CHI,Sheila Target_Child,baee@,%com: s now in play+room playing with toys,,,
CHI,Sheila Target_Child,ta ta .,,,,
CHI,Sheila Target_Child,ta ta .,,,,
Location: Playroom,,,,,,
LOR,Lorna Sister,Baby come and help clear up .,,,,
LOR,Lorna Sister,yes .,,,,
CHI,Sheila Target_Child,no .,,,,
LOR,Lorna Sister,Baby .,,,,
LOR,Lorna Sister,why don't you leave things alone in the shop (2.) ?,,,,
CHI,Sheila Target_Child,gone .,,,,
UNK,Unidentified,pardon ?,,,,
UNK,Unidentified,coo .,,,,
LOR,Lorna Sister,it's not a mess .,%com: s is throwing the toys around M vacuuming,,,
Location: Playroom,,,,,,
CHI,Sheila Target_Child,gah@b.,,,,
LOR,Lorna Sister,xxx .,,,,
CHI,Sheila Target_Child,&-uh &-uh &-uh .,%com: struggling with toy,,,
LOR,Lorna Sister,yes ?,,,,
CHI,Sheila Target_Child,yyy Mum too (5.) .,,,,
CHI,Sheila Target_Child,&-um (4.) .,,,,
LOR,Lorna Sister,take some of this in the shop Babe .,,,,
CHI,Sheila Target_Child,ah [<] .,,,,
LOR,Lorna Sister,this is my shop .,%com: l plays with her toy shop while S struggles with something heavy,,,
LOR,Lorna Sister,xxx .,,,,
Location: Playroom,,,,,,
CHI,Sheila Target_Child,nuh nuh nuh nuh [= no] (3.) .,,,,
LOR,Lorna Sister,horsie .,,,,
LOR,Lorna Sister,that Baby .,,,,
LOR,Lorna Sister,come on .,,,,
CHI,Sheila Target_Child,yes .,%com: s holding cash register belonging to L's shop,,,
LOR,Lorna Sister,no no .,%com: s throws cash register,,,
LOR,Lorna Sister,it's broke .,,,,
LOR,Lorna Sister,look what you've done .,,,,
LOR,Lorna Sister,my cash register's cracked (2.) .,,,,
LOR,Lorna Sister,o:h I'll tell my Daddy when he comes home tonight .,%com: s makes loving approaches,,,
CHI,Sheila Target_Child,ah [>] .,,,,
LOR,Lorna Sister,<he will> [<] [>] .,,,,
CHI,Sheila Target_Child,ah [<] .,,,,
LOR,Lorna Sister,and that'll be great fun (10.) .,,,,
CHI,Sheila Target_Child,oh .,,,,
Location: Kitchen,,,,,,
Situation: S having drink of orange,,,,,,
UNK,Unidentified,all_gone ?,,,,
CHI,Sheila Target_Child,gone (6.) .,,,,
UNK,Unidentified,silly old Mum .,,,,
CHI,Sheila Target_Child,gone (30.) .,,,,
CHI,Sheila Target_Child,gone .,,,,
CHI,Sheila Target_Child,gone (5.) .,%com: l breathes into her cup,,,
LOR,Lorna Sister,xxx (10.) .,,,,
LOR,Lorna Sister,finished .,%com: speaking to L,,,
Activities: Other nonplay,,,,,,
Comment: <aft> sings,,,,,,
CHI,Sheila Target_Child,bupa^dupa^duk@si (3.) .,,,,
UNK,Unidentified,got your plant (7.) ?,%com: l imitates S's baby talk,,,
CHI,Sheila Target_Child,oh wow .,,,,
LOR,Lorna Sister,xxx (15.) .,,,,
CHI,Sheila Target_Child,dear (2.) .,,,,
CHI,Sheila Target_Child,xxx .,,,,
CHI,Sheila Target_Child,da [: that] dow [: down] (3.) .,,,,
LOR,Lorna Sister,Mum baby's got out_of her push chair (4.) .,%com: talking to S,,,
Activities: Free play alone,,,,,,
CHI,Sheila Target_Child,in there (1:1.) .,,,,
Activities: Other nonplay,,,,,,
Comment: M listens to friend J talking about her car while M operates washing machine,,,,,,
CHI,Sheila Target_Child,Mum (14.) .,,,,
CHI,Sheila Target_Child,Mum (3.) .,,,,
UNK,Unidentified,get down (6.) (8.) .,,,,
JAN,Adult,what do you want cat (13.) ?,,,,
Activities: Free+play alone,,,,,,
CHI,Sheila Target_Child,xxx .,%com: washing machine stops,,,
CHI,Sheila Target_Child,in there .,,,,
UNK,Unidentified,look at this box .,,,,
CHI,Sheila Target_Child,me .,,,,
UNK,Unidentified,look .,,,,
UNK,Unidentified,and put all your toys in &-eh ?,,,,
UNK,Unidentified,what d(o) you mean no ?,%com: m tries to mend the box with sellotape,,,
UNK,Unidentified,it is .,,,,
UNK,Unidentified,yes .,,,,
Location: Playroom,,,,,,
Situation: S is playing quietly by herself,,,,,,
CHI,Sheila Target_Child,oh (2.) .,,,,
CHI,Sheila Target_Child,oh (5.) .,,,,
Location: Bedroom,,,,,,
Situation: M vacuuming upstairs S is riding her scooter,,,,,,
UNK,Unidentified,not near the stairs love (3.) .,,,,
UNK,Unidentified,not near the stairs (45.) .,,,,
Activities: Snack,,,,,,
Situation: S eats bar of chocolate,,,,,,
Comment: <aft> noises <aft> sings,,,,,,
CHI,Sheila Target_Child,Mum (2.) .,,,,
UNK,Unidentified,stay there I xxx said .,,,,
Activities: Helping,,,,,,
Comment: M is hanging out washing,,,,,,
UNK,Unidentified,and leave him alone .,,,,
CHI,Sheila Target_Child,Mum .,%com: both gone inside ?,,,
UNK,Unidentified,oh there's a good girl .,%com: honkey is the cat,,,
CHI,Sheila Target_Child,bay .,%com: s picks up the cat,,,
UNK,Unidentified,put him down .,,,,
UNK,Unidentified,I didn't say throw him did I (2.) ?,,,,
UNK,Unidentified,poor little cat .,,,,
UNK,Unidentified,now I won't tell you again .,,,,
UNK,Unidentified,now leave him alone (4.) .,%com: cat miaows,,,
UNK,Unidentified,come on and have some food (2.) .,,,,
UNK,Unidentified,Honky .,,,,
UNK,Unidentified,come on then .,,,,
UNK,Unidentified,mind out the way .,,,,
Location: Kitchen,,,,,,
Comment: grunts,,,,,,
CHI,Sheila Target_Child,Mum (6.) .,%com: gets frustrated and appeals to M for help in reaching chocolate,,,
CHI,Sheila Target_Child,hey Mum .,,,,
UNK,Unidentified,you're not having that .,,,,
Location: Kitchen,,,,,,
Comment: singing,,,,,,
CHI,Sheila Target_Child,xxx .,,,,
LOR,Lorna Sister,where's Honk (3.) ?,,,,
CHI,Sheila Target_Child,yyy ba@c.,,,,
LOR,Lorna Sister,out playing is he ?,,,,
LOR,Lorna Sister,oh .,,,,
CHI,Sheila Target_Child,xxx (20.) .,,,,
End,,,,,,
"Participants: CHI Sheila Target_Child, MOT Mother, FAT Father, LOR Lorna Sister ",,,,,,
Comment: Nil,,,,,,
Location: Kitchen,,,,,,
CHI,Sheila Target_Child,mum Mum (3.) .,%com: calls M,,,
Location: Dining room,,,,,,
MOT,Mother,what did you say ?,%com: l practicing spelling words M spells word for L,,,
LOR,Lorna Sister,I can xxx !,,,,
LOR,Lorna Sister,what is it Mum ?,%com: l repeats letters again after m,,,
LOR,Lorna Sister,I can do a m,,,,
l Mum .,,,,,,
LOR,Lorna Sister,hey look look (3.) .,,,,
LOR,Lorna Sister,I think I can do a m@l.,,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,no [<] [>] .,,,,
CHI,Sheila Target_Child,no [<] No .,,,,
CHI,Sheila Target_Child,dow^loo,%com: s hands table mat to F . Means it is L's table mat,,,
CHI,Sheila Target_Child,Lorn .,,,,
CHI,Sheila Target_Child,Lorn .,,,,
LOR,Lorna Sister,xxx .,,,,
MOT,Mother,well tell Dad .,,,,
CHI,Sheila Target_Child,Dad me .,,,,
FAT,Father,hm: .,,,,
FAT,Father,right (4.) .,,,,
FAT,Father,put it on there then .,,,,
FAT,Father,okay now ?,,,,
FAT,Father,okay now ?,,,,
CHI,Sheila Target_Child,Lorn .,,,,
FAT,Father,oh you want some jam do you ?,,,,
CHI,Sheila Target_Child,yeah (1.) &mm .,,,,
Location: Sitting room,,,,,,
FAT,Father,yes she got_to get out like that .,,,,
FAT,Father,oh bloomin(g) heck .,,,,
CHI,Sheila Target_Child,no Dad .,,,,
FAT,Father,mind .,,,,
FAT,Father,leave them .,,,,
FAT,Father,put them back (3.) .,,,,
FAT,Father,right .,%com: she wants to go to the toilet,,,
FAT,Father,go on .,,,,
CHI,Sheila Target_Child,no .,,,,
CHI,Sheila Target_Child,no .,,,,
FAT,Father,no you got_to stay upstairs .,,,,
CHI,Sheila Target_Child,Mum (5.) .,%com: m is in kitchen,,,
LOR,Lorna Sister,where're you going ?,,,,
LOR,Lorna Sister,where ?,,,,
LOR,Lorna Sister,why ?,,,,
CHI,Sheila Target_Child,wee .,,,,
CHI,Sheila Target_Child,Dad wee .,,,,
CHI,Sheila Target_Child,Dad .,,,,
FAT,Father,well this is it mind .,,,,
FAT,Father,I said that's it .,,,,
LOR,Lorna Sister,xxx .,%com: wanting to go to toilet,,,
CHI,Sheila Target_Child,Dad wee .,,,,
LOR,Lorna Sister,when did she go ?,,,,
CHI,Sheila Target_Child,Dad wee .,,,,
Location: Mother's bed+room,,,,,,
Situation: Children are playing on M's bed,,,,,,
LOR,Lorna Sister,go on .,,,,
LOR,Lorna Sister,look under the bed .,,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,Mummie .,%com: both laughing S and L romp on bed,,,
LOR,Lorna Sister,no .,,,,
LOR,Lorna Sister,two ?,,,,
LOR,Lorna Sister,there .,,,,
LOR,Lorna Sister,xxx this .,,,,
CHI,Sheila Target_Child,some more .,,,,
LOR,Lorna Sister,boo boo boo .,%com: both laughing and making noise,,,
LOR,Lorna Sister,let's look under the bed .,,,,
Location: Playroom,,,,,,
LOR,Lorna Sister,up up (16.) .,,,,
CHI,Sheila Target_Child,Lor Lor [= Lorna] (3.) .,,,,
CHI,Sheila Target_Child,Lor Lor (4.) .,,,,
LOR,Lorna Sister,o:h .,,,,
MOT,Mother,Lorna what did I tell you about this door ?,,,,
MOT,Mother,you must keep it on .,,,,
LOR,Lorna Sister,she's xxx .,,,,
MOT,Mother,come on .,,,,
MOT,Mother,do you want to wee ?,,,,
MOT,Mother,come on (be)cause it's pretty look . .,,,,
MOT,Mother,right through .,%com: m puts harness on properly,,,
MOT,Mother,you children .,,,,
Location: Sitting Room,,,,,,
FAT,Father,leave that cat alone .,,,,
FAT,Father,put her down Sheila .,,,,
CHI,Sheila Target_Child,oh me (3.) .,,,,
CHI,Sheila Target_Child,ow (3.) meow hee hee .,,,,
FAT,Father,there's a lot to be done .,,,,
LOR,Lorna Sister,why ?,%com: s is nursing the cat,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,oh .,,,,
Location: Sitting room,,,,,,
MOT,Mother,hey Bluebell .,,,,
MOT,Mother,leave that alone Bluebell .,%com: talking to S,,,
CHI,Sheila Target_Child,&mm (11.) .,,,,
CHI,Sheila Target_Child,no .,%com: s wants to put on a jumper L has put toys away,,,
MOT,Mother,you'll have that on after .,%com: referring to harness,,,
MOT,Mother,got the brush ?,,,,
LOR,Lorna Sister,no .,,,,
CHI,Sheila Target_Child,Ma me [= let me do it] .,,,,
MOT,Mother,keep still a minute .,,,,
MOT,Mother,stand still Sheila .,,,,
LOR,Lorna Sister,found the brush ?,,,,
MOT,Mother,yeah .,,,,
LOR,Lorna Sister,what d(o) you say ?,,,,
LOR,Lorna Sister,why ?,,,,
CHI,Sheila Target_Child,Mama .,,,,
CHI,Sheila Target_Child,more .,,,,
CHI,Sheila Target_Child,yeah .,,,,
MOT,Mother,oh .,,,,
MOT,Mother,pretty Mum .,,,,
CHI,Sheila Target_Child,no .,,,,
MOT,Mother,come on then .,%com: m helping S put on jumper,,,
CHI,Sheila Target_Child,all yyy .,,,,
LOR,Lorna Sister,you usually do her with the brown brush don't you ?,,,,
MOT,Mother,turn round love .,,,,
CHI,Sheila Target_Child,Mama .,,,,
LOR,Lorna Sister,in a few minutes .,,,,
CHI,Sheila Target_Child,Mama .,,,,
MOT,Mother,put your head down Sheila .,,,,
LOR,Lorna Sister,Mum ?,%com: speaking to S,,,
MOT,Mother,all right .,%com: m finishes dressing S,,,
Activities: Free play listening to radio,,,,,,
CHI,Sheila Target_Child,Dad .,,,,
CHI,Sheila Target_Child,xxx .,%com: in kitchen,,,
Location: Dining room,,,,,,
Situation: M and F are talking in the kitchen,,,,,,
FAT,Father,yes ?,,,,
CHI,Sheila Target_Child,me (14.) .,,,,
Location: Dining room,,,,,,
Situation: TV in background,,,,,,
FAT,Father,that better ?,,,,
MOT,Mother,who touched the boo boo clock ?,%com: boo boo clock = cuckoo clock F has finished his lunch,,,
FAT,Father,all_gone .,,,,
CHI,Sheila Target_Child,Dad .,,,,
FAT,Father,yes .,,,,
FAT,Father,yes .,,,,
FAT,Father,all right my loves ?,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx (10.) .,,,,
CHI,Sheila Target_Child,cuckoo .,,,,
CHI,Sheila Target_Child,cuckoo .,,,,
Location: Dining room,,,,,,
FAT,Father,hey (3.) .,,,,
CHI,Sheila Target_Child,more tea [= more squash] .,,,,
FAT,Father,all right .,,,,
CHI,Sheila Target_Child,more .,%com: m speaking to S and L,,,
CHI,Sheila Target_Child,tea .,,,,
MOT,Mother,now come on .,,,,
MOT,Mother,now come on (2.) .,%com: s had banged her plate and made a noise accidentally S offers F a place mat,,,
CHI,Sheila Target_Child,Dad (4.) .,,,,
CHI,Sheila Target_Child,<down > [>] .,,,,
FAT,Father,sit there now .,,,,
CHI,Sheila Target_Child,Mum (3.) .,,,,
CHI,Sheila Target_Child,Lor Lor .,,,,
LOR,Lorna Sister,that's not very friendly .,,,,
CHI,Sheila Target_Child,Dad .,,,,
Activities: Watching TV,,,,,,
Comment: Imitating someone on TV,,,,,,
Comment: Imitating F Pointing to L's shoes,,,,,,
FAT,Father,&mm (30.) .,,,,
CHI,Sheila Target_Child,bear .,,,,
FAT,Father,&mm [= yes] (3.) .,%com: claps hands to music on TV,,,
Activities: Watching TV,,,,,,
Comment: <aft> noise,,,,,,
Comment: F talking to M who calls out to him from kitchen,,,,,,
FAT,Father,yes please (2.) .,,,,
FAT,Father,not a lot but you know (6.) .,,,,
Location: Dining room,,,,,,
CHI,Sheila Target_Child,hello (8.) .,%com: f is laying table d S wants to help,,,
CHI,Sheila Target_Child,oh down .,,,,
CHI,Sheila Target_Child,oh no .,,,,
CHI,Sheila Target_Child,ow .,,,,
CHI,Sheila Target_Child,down .,,,,
CHI,Sheila Target_Child,down (8.) .,%com: m talks in kitchen asking F what he wants for his tea Speaking to F about sandwiches In reply,,,
FAT,Father,do it now and I'll have it in there .,,,,
MOT,Mother,eat it up .,,,,
Activities: Having a bath,,,,,,
Situation: F is bathing S and L,,,,,,
CHI,Sheila Target_Child,oh (18.) .,,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,oh Dad .,,,,
FAT,Father,who threw that water up there ?,,,,
FAT,Father,you pair of little horrors you (4.) .,,,,
FAT,Father,no more splashing .,,,,
FAT,Father,Osmonds about to start .,,,,
CHI,Sheila Target_Child,ow (3.) .,,,,
CHI,Sheila Target_Child,ow knee .,,,,
CHI,Sheila Target_Child,o:h .,,,,
FAT,Father,sit down .,,,,
End,,,,,,
"Participants: CHI Sheila Target_Child, MOT Mother, LOR Lorna Sister ",,,,,,
Comment: Sheila had a cold at the time of recording and had not been well for a few days.,,,,,,
Location: Sheila's bed+room,,,,,,
CHI,Sheila Target_Child,Mum .,%com: m is in her own bed+room reply is not audible,,,
MOT,Mother,xxx .,,,,
CHI,Sheila Target_Child,oh .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx .,,,,
CHI,Sheila Target_Child,ow .,,,,
CHI,Sheila Target_Child,look .,,,,
MOT,Mother,yes .,,,,
MOT,Mother,xxx .,,,,
MOT,Mother,xxx ?,,,,
MOT,Mother,xxx .,,,,
CHI,Sheila Target_Child,xxx .,%com: l calls from her bed+room,,,
LOR,Lorna Sister,Honky's on your bed .,,,,
LOR,Lorna Sister,Honky .,,,,
CHI,Sheila Target_Child,oh .,,,,
CHI,Sheila Target_Child,&-uh ?,,,,
CHI,Sheila Target_Child,xxx ?,,,,
CHI,Sheila Target_Child,oh Lor .,,,,
